# EMPIRES
d_chud_adj;Chudian;;;;;;;;;;;;;x
d_hanyan;Hanyan;;;;;;;;;;;;;x
d_hanyan_adj;Hanyanian;;;;;;;;;;;;;x
d_mordva;Mordva;;;;;;;;;;;;;x
d_mordva_adj;Mordvian;;;;;;;;;;;;;x
d_kuban;Kuban;;;;;;;;;;;;;x
d_kuban_adj;Kuban;;;;;;;;;;;;;x
d_xwarizmiyan;Xwarizmiyan;;;;;;;;;;;;;x
d_xwarizmiyan_adj;Xwarizmiyan;;;;;;;;;;;;;x
d_kyzylorda;Kyzylorda;;;;;;;;;;;;;x
d_kyzylorda_adj;Kyzylordan;;;;;;;;;;;;;x
d_baluchistan;Baluchistan;;;;;;;;;;;;;x
d_baluchistan_adj;Baluchistanian;;;;;;;;;;;;;x
d_mecklenburg;Mecklenburg;;;;;;;;;;;;;x
d_mecklenburg_adj;Mecklenburgian;;;;;;;;;;;;;x
d_capub;Neapoli;;;;;;;;;;;;;x
d_capub_adj;Neapolitan;;;;;;;;;;;;;x
d_pinsk;Pinsk;;;;;;;;;;;;;x
d_pinsk_adj;Pinskian;;;;;;;;;;;;;x
d_mari;Mari;;;;;;;;;;;;;x
d_mari_adj;Mari;;;;;;;;;;;;;x
d_ustug;Ustug;;;;;;;;;;;;;x
d_ustug_adj;Ustugian;;;;;;;;;;;;;x
d_faro;Faro;;;;;;;;;;;;;x
d_faro_adj;Faronian;;;;;;;;;;;;;x
d_weimar;Weimar;;;;;;;;;;;;;x
d_weimar_adj;Weimarian;;;;;;;;;;;;;x
d_nurnberg;Nürnberg;;;;;;;;;;;;;x
d_nurnberg_adj;Nürnbergian;;;;;;;;;;;;;x
d_delta;Delta;;;;;;;;;;;;;x
d_delta_adj;Deltan;;;;;;;;;;;;;x
d_al_habbariyah;Al Habbariyah;;;;;;;;;;;;;x
d_al_habbariyah_adj;Al Habbariyahian;;;;;;;;;;;;;x
d_fryslan;Fryslan;;;;;;;;;;;;;x
d_fryslan_adj;Fryslanian;;;;;;;;;;;;;x
d_negev;Negev;;;;;;;;;;;;;x
d_negev_adj;Negevian;;;;;;;;;;;;;x
d_tobruk;Tobruk;;;;;;;;;;;;;x
d_tobruk_adj;Tobrukian;;;;;;;;;;;;;x
d_yazd;Yazd;;;;;;;;;;;;;x
d_yazd_adj;Yazdian;;;;;;;;;;;;;x
d_soria;Soria;;;;;;;;;;;;;x
d_soria_adj;Sorian;;;;;;;;;;;;;x
d_tacape;Tacape;;;;;;;;;;;;;x
d_tacape_adj;Tacapian;;;;;;;;;;;;;x
d_carthago;Carthago;;;;;;;;;;;;;x
d_carthago_adj;Carthaginian;;;;;;;;;;;;;x
d_shaka;Shaka;;;;;;;;;;;;;x
d_shaka_adj;Shakan;;;;;;;;;;;;;x
d_qohistan;Qohistan;;;;;;;;;;;;;x
d_qohistan_adj;Qohistian;;;;;;;;;;;;;x
d_euphrates;Euphrates;;;;;;;;;;;;;x
d_euphrates_adj;Euphratian;;;;;;;;;;;;;x
d_lisabon;Lisabon;;;;;;;;;;;;;x
d_lisabon_adj;Lisabonian;;;;;;;;;;;;;x
# BARONIES
b_ras;Ras;;;;;;;;;;;;;x
